"","x"
"637","@President1Trump @ladydshops @WhiteHouse @chucktodd Chuck doesn't like the fact that his job is to just tell whatev… https://t.co/UsW1a1bKDa"
"638","@ScamWilson @realDonaldTrump I am not here for likes. I am here in case there is ever anything truthful said by the… https://t.co/XQaoymmZdn"
"639","President Obama Welcomes Stanley Cup Champion Chicago Blackhawks | https://t.co/PEj7Ulppem https://t.co/ZylioKg9y9"
"640","@President1Trump @ladydshops @WhiteHouse @chucktodd The media hates the truth!"
"641","@WhiteHouse MORON, so when will YOU stand up to Putie? You are a disgrace to the office and so WEAK!"
"642","@WhiteHouse when my parents came from Cuba they were processed when do the system and legally in braces country. Wa… https://t.co/jYOQ4Sawc1"
"643","@ahelmsmusic @brianstelter @FoxNews @WhiteHouse It was...for eight years!! and that's why Hillary got her ass kicke… https://t.co/SpYJ8xxzAp"
"644","‘When you lose that power’: How #JohnKelly faded as #WhiteHouse disciplinarian - @washingtonpost  https://t.co/3MGp9aTOeK"
"645","@MrsSaffyT @stellaaaa @Dario80175242 @Scavino45 @WhiteHouse @PressSec @RajShah45 @hogangidley45 @IvankaTrump… https://t.co/M08wGVFp3L"
"646","@MrDySee @JackPosobiec @WhiteHouse Maybe this article will be interesting to you.  https://t.co/Ed9NZeuFsM"
"647","#Latvia #BalticStrong https://t.co/0LWkqbeIPn"
"648","@RodStryker @MrEdTrain @realDonaldTrump @WhiteHouse @GOP @PressSec @KellyannePolls They're grazing in crazy town kind of crazy!"
"649","@collinlaverty11 @reuterssarah @WhiteHouse @realDonaldTrump @RaulCastroR @marcorubio Yeah, I don't really see the d… https://t.co/hy6uADiSHN"
"650","@realDonaldTrump @WHNSC @WhiteHouse @SenBobCorer @MaxBoot @PressSec @IvankaTrump @BreitbartNews @ALT_uscis… https://t.co/5YZQDW5HGN"
"651","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/C46IeL7Za4"
"652","@davidmackau @brianstelter Again with those ""some inside the Whitehouse say"" sources? Again with unsubstantiated gossip on CNN!"
"653","@tom_trotts @WhiteHouse Right after Trump said he wanted to pull out of Syria..."
"654","@CNN @WhiteHouse @realDonaldTrump ,, When you want so ? Then it is Provoke up from a.o. the Incompetence and the Fa… https://t.co/r0e89htr40"
"655","@larry_kudlow I haven't seen a trade war since Smoot-Hawley1930. I hope @finkd comes to Congress wearing a business… https://t.co/beRu84eGcr"
"656","#FIREScottPruittEPA @POTUS @WhiteHouse @GOPoversight @EPAScottPruitt @EPA https://t.co/FQce4cvjLo"
"657","@WhiteHouse Thank you Sir for delivering the truth God speed!"
"658","@realDonaldTrump @POTUS @WhiteHouse @jimmykimmel @BarackObama @HillaryClinton https://t.co/ZIBRw5ku4q"
"659","@ForeverLogical @WhiteHouse I don’t believe these 4 countries have a for-profit prison system that relies heavily o… https://t.co/AbSh2ocDMm"
"660","@realDonaldTrump BULLSHIT!  The condo rent was FAR below market rate &amp; it was owned by a LOBBYIST, $3 million in se… https://t.co/rOcMAcrN2n"
"661","@thehill Why is the public paying for his family’s trips and perks? There is more corruption everyday in Trump’s Wh… https://t.co/1qOX1FagVT"
"662","#Warmongering @SpeakerRyan @WhiteHouse 
 Alnusra (AlQaeda) controls this area and using CW's on the civilians to pu… https://t.co/CQY9zFClft"
"663","If you REALLY want to know who is behind the gas attacks in #Syria just ask yourself who makes the most money from… https://t.co/sKGWImpRbR"
"664","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/zDN4urmDFa"
"665","Freya Mavor &amp; Josh Whitehouse in Trailer for 'Modern Life is Rubbish' https://t.co/zwILx8rSL2"
"666","@realDonaldTrump @KerstiKaljulaid @Grybauskaite_LT @Vejonis @WhiteHouse <U+0939><U+093E><U+0930><U+094D><U+0926><U+093F><U+0915> <U+0936><U+0941><U+092D><U+0915><U+093E><U+092E><U+0928><U+093E><U+090F><U+0902> <U+0939><U+094B>"
"667","@realDonaldTrump Waaaaaaaa! This job is too hard for me. I wanna play golf @WhiteHouse @HouseDemocrats @SenateDems… https://t.co/SJonAdXhkQ"
"668","@FLOTUS @WhiteHouse “Helped”? Let’s rephrase that to the hard-working volunteers did everything and you just showed… https://t.co/rqHOv3PWnS"
"669","@jim_lewis1018 @DallasCoy1 @WhiteHouse @BIGSEXYYT  https://t.co/9QEMWd4ROf"
"670","@elnuevoherald @StateDept @dw_espanol @Reuters @TIME @WhiteHouse @realDonaldTrump @UN @tutoquiroga @AndresPastrana_… https://t.co/4qS1aSKACv"
"671","@Elfin_Cove_AK @WhiteHouse You are dreaming, maybe you should review Econ 101. Read it over, it’s easy,
While you’r… https://t.co/nCfagCJmeH"
"672","@realDonaldTrump @POTUS @WhiteHouse @ABC @FoxNews  The Real Threat. No Fakenews from Al Qaeda , ISOS, FSA in #Douma https://t.co/7iIUeYJK6L"
"673","@LadyChesapeake @jim_lewis1018 @WhiteHouse @BIGSEXYYT Here Here"
"674","@JacobAWohl @realDonaldTrump Wished that was true but too far from it,this clown in the WHITEHOUSE is what's slowing the WORLD down"
"675","@bonniemurphy @GB8007 @MrEdTrain @POTUS @WhiteHouse The kings of Tabloid Journalism and biggest propaganda tool of… https://t.co/u3xRpGx9v5"
"676","@realDonaldTrump What happens when a @POTUS DOESN'T have a Syrian policy/foreign policy &amp; has been playing footsie… https://t.co/nCBkphqXJQ"
"677","We MUST continue to condemn &amp; eradicate evil! We know what these regimes are about—as good people, we ensue peace f… https://t.co/rsXQfyQgJQ"
"678","13th October 1792: Cornerstone of the #WhiteHouse laid: https://t.co/OTct7qXtdm #History #Architecture"
"679","#WhiteHouse has secret 5-story-deep #doomsday #bunker: https://t.co/U9Vp8qV3mH #Architecture #Book"
"680","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/EpdHVTB3i0"
"681","What's Inside of the #WhiteHouse?: https://t.co/kbzp67zMU5 #WestWing #Architecture"
"682","@TC_Woods @LukeCage___ @SpeakerRyan @WhiteHouse Typical dipshit post from a soldier in the dumbass army..."
"683","The whole @realDonaldTrump Whitehouse is full of Drama Queens https://t.co/uxjwhFey3I"
"684","We would like to thank Josh Whitehouse and the fantastic staff at Milano Music for an incredible three days. Time f… https://t.co/Z0SfwexUue"
"685","@MaryRuth58 @jim_lewis1018 @smidge9099 @LadyChesapeake @WhiteHouse @BIGSEXYYT The true colors coming out of a free… https://t.co/mEEbI3B05B"
"686","Crooked Bill didn't do any new scandalous move recently, did he? Distract American sheep who don't even realize tha… https://t.co/TPZupvzf4v"
"687","@MaryRuth58 @LadyChesapeake @jim_lewis1018 @smidge9099 @WhiteHouse @BIGSEXYYT New to Twitter? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"688","@GerryT50 @WhiteHouse Thank you, Gerry. We are finally getting our country back. Very proud of our President and hi… https://t.co/u3ymW81pXh"
"689","@RodStryker @MrEdTrain @realDonaldTrump @WhiteHouse @GOP @PressSec @KellyannePolls YOU ARE SO RIGHT! DEMOC<ed><U+00A0><U+00BD><ed><U+00B0><U+0080><ed><U+00A0><U+00BD><ed><U+00B0><U+0080><ed><U+00A0><U+00BD><ed><U+00B0><U+0080>S DEST… https://t.co/FVw4pn3FPZ"
"690","Happening now.
Pashtuns have gathered in front of @WhiteHouse to deliver #PashtunLongMarch2Peshawar message to the… https://t.co/p20elXZtiP"
"691","@SyriaCivilDef @michaeldweiss @WhiteHouse @POTUS @CNN @MSNBC"
"692","@MaryRuth58 @LadyChesapeake @jim_lewis1018 @smidge9099 @WhiteHouse @BIGSEXYYT Poor lil bot!"
"693","SESTA/FOSTA can pass, but remember this day. What we do will outlive any little ass bill. Hustlers always find a wa… https://t.co/Y2jMe23x9Y"
"694","@WhiteHouse This whole ""trade war"" was likely devised by Xi &amp; Trumputin to try to make the incompetent dontard look… https://t.co/V6bkc9FcvM"
"695","@Reuters @Israel @IntlCrimCourt @UN @antonioguterres @QueenNoor @UNHumanRights @UNGeneva @MSNBC @CNN @AP @thehill T… https://t.co/4nbgQs1oJ0"
"696",".@potus @whitehouse https://t.co/MyRvLha3ve"
"697","@WhiteHouse Cannot wait until POTUS fires FBI Deputy Director Rosensteine.  He is the cover up master."
"698","@POTUS @WhiteHouse @VP @realDonaldTrump? https://t.co/ETJzrWFaym"
"699","@brianstelter I think @FoxNews should be blocked from even being broadcast in the @WhiteHouse"
"700","@FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse The Deep state and Hollywood are still in power… https://t.co/rHBanXB8kN"
"701","@poconomtn @Mytjany @GuyFieri_sHair She was insulted that Melania gave her a gift when they left the Whitehouse.What a nasty human."
"702","@FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse Its obvious why  bill is never with her"
"703","@POTUS Trump says US pulling out of Syria, Assad/Putin kill &gt;1K civilians. Let’s see, who can we blame and whine ab… https://t.co/fuIriDVnqr"
"704","@WhiteHouse President Trump:  When you were a candidate, I wrote on your candidate website I was considering runnin… https://t.co/l5Wx8cUH5S"
"705","@WhiteHouse Trump fought legislation requiring sprinklers in NYC buildings https://t.co/Ls3vP24Fzk"
"706","@tutoquiroga @wcardenasrubio @CNNEE @elnuevoherald @EAristeguieta @TIME @AndresPastrana_ @UN @dw_espanol… https://t.co/B7v3jPrhTI"
"707","@SerenasSong @VicenteFoxQue @POTUS @realDonaldTrump @GOP @NRA @EricTrump @DonaldJTrumpJr @IvankaTrump @WhiteHouse @FLOTUS I <U+2764><U+FE0F>Vicente!"
"708","@POTUS @WhiteHouse @realDonaldTrump don't let the #DChypocrites of the #EPA2018 force #ScottPruitt out of office… https://t.co/Cv9nXBGNkw"
"709","@realDonaldTrump @PressSec What does he not get to come visit at the Whitehouse now. Such a fake."
"710","@WhiteHouse Take it off the market....dummy !!!"
"711","@HuffPost There's a lot more truth in the pages of the Washington Post than what comes out of the Whitehouse"
"712","@t0lerantparad0x @MillennialStorm @LockDemsUp @VikingBearGod @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/XhhorwEjhD"
"713","Dear All: This is human indignity. email me tataii@msn.com @fhollande @Elysee @emmanuelmacron @Matteorenzi… https://t.co/wQotK88uCr"
"714","@countoncoal @EPAScottPruitt @WhiteHouse Muted and Blocked for this ad. Coal is DEAD. Move On!"
"715","@joncoopertweets @windmillcharger @DHSgov <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8> we have a domestic terror threat against democracts which some… https://t.co/sJvFwANt72"
"716","@kec2450 @LadyChesapeake @jim_lewis1018 @smidge9099 @WhiteHouse @BIGSEXYYT The ""I'm rubber you're glue"" is all you… https://t.co/lfShTxtwkE"
"717","I miss Sean Spicer. #BringHimBack #WhiteHouse"
"718","@cdubgma @WhiteHouse By the way Toots, you can't impeach an innocent man. Unless you live up to your rep as a garde… https://t.co/0jHq3WsrhG"
"719","@thehill It is the @realDonaldTrump Administration; the @WhiteHouse and @GOP 'leadership' who are collected togethe… https://t.co/vH4NmO3wZ3"
"720","@RNRConnecticut @Robinb0207 @WhiteHouse @GingerMcQueen @RedNationRising @theory7ix @BIGSEXYYT @RNRTexas… https://t.co/yVXGQeEpTU"
"721","#NBCNews #CNNPolitics #FoxNews #CNN #Trump (Mob Boss) #ABCNews #WhiteHouse (Mafia Headquarters) #Impeach45 #CBSNews… https://t.co/cw12DYymiu"
"722","@TioSantiagoG @POTUS @WhiteHouse @GOP @BarackObama  https://t.co/KGOAAPjus2"
"723","@MrEdTrain @realDonaldTrump @WhiteHouse @GOP @PressSec @KellyannePolls  https://t.co/SZiqrtk9Im"
"724","@WhiteHouse Can not compare drug deaths to car accidents or gun violence. It’s a persons own fault if they die from… https://t.co/sRxP4f4AdC"
"725","@TioSantiagoG @POTUS @WhiteHouse @GOP @BarackObama  https://t.co/rrHXZ0ya8c"
"726","@NdeplorableJ @FoxNews @USNationalGuard @realDonaldTrump @POTUS @WhiteHouse @SenateGOP @SenateDems @HouseGOP… https://t.co/fIAgzRWjWF"
"727","@NdeplorableJ @FoxNews @USNationalGuard @realDonaldTrump @POTUS @WhiteHouse @SenateGOP @SenateDems @HouseGOP… https://t.co/cceUZGgHeh"
"728","@JoeNBC We need to make Election Day a national holiday, to allow more people an opportunity to have their voice heard."
"729","@Allthatjewelry @jim_lewis1018 @smidge9099 @LadyChesapeake @WhiteHouse @BIGSEXYYT You really are incredibly stupid. Too sad ....."
"730","@mongiemania @WhiteHouse Not at that time, you need to get all the facts then hit like he is now
Maybe not fast eno… https://t.co/48WelyMuEr"
"731","@cdubgma @WhiteHouse Oh you of little faith. 7 more years Toots! Get packing but don't come to Canada. We have a su… https://t.co/bLSoSoczAe"
"732","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/baIQIhOFL7"
"733","Isn't that a better description for the Whitehouse? https://t.co/Q438PMlxfT"
"734","@FLOTUS @WhiteHouse God bless you, Melania!!!"
"735","Lincoln shock Shrewsbury to win EFL Trophy with Elliott Whitehouse goal https://t.co/hcZ8HjUWAi https://t.co/uw9HKD9H7L"
"736","@POTUS knock it off. Both you and everyone at the @whitehouse knows Pruitt is treating the American taxpayers very… https://t.co/H7wdchQosP"
"737","@WhiteHouse is the government going to investigate all these insurance scam the trumps are doing, john g"
"738","Petition against FOSTA/SESTA - please support 

https://t.co/KB6KDoKWoQ"
"739","@CNNEE Interesante, existen videos de los ataques químicos y al mismo tiempo dicen que el ejercito sirio tiene cerc… https://t.co/FlrvrQoCaV"
"740","@WhiteHouse No Home I Jast Jobs I Go Hom Don't Mind No Idea I m OR White House United"
"741","@GaryNicholson64 @ForeverLogical @WhiteHouse @MaxBoot @YouTube @realDonaldTrump Wake up!!"
"742","@ccrreilly @RepAdamSchiff Because the crooked GOP holds the majority in both houses of Congress... and of course th… https://t.co/VRWrodJYQk"
"743","Mr President @POTUS @WhiteHouse...... We The People and Military Generals Agree #SundayMorning...... #Shitcan Marin… https://t.co/u0cV8F580I"
"744","@MrEdTrain @POTUS @WhiteHouse Sinclair demonstrates how all Liberal MSM parrot each other as if they all read from… https://t.co/74XOLKFUOF"
"745","@JackPosobiec sometimes just need "" a little help from my friends ""  #Mueller @Comey @ChuckGrassley @DevinNunes… https://t.co/Hh4gvJ5O23"
"746","#Russia's excrement in America's #WhiteHouse.

#TrumpCrimeFamily https://t.co/izBrRSMXgM"
"747","@WhiteHouse My father is 78yo and still must work. He is a navy vet with some health issues. He should be enjoying… https://t.co/j2w44pi9Au"
"748","@keithwalls63 @realDonaldTrump @WhiteHouse His stupidity and lack of facts shows his unpreparedness and it translat… https://t.co/67WLeZx2Ao"
"749","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/S4h4NTe50G"
"750","The Trump Whitehouse &amp; Casino, Inc. A CONGA LINE OF CORRUPTION. https://t.co/Xt3lXXkppx"
"751","Whitehouse gets plunked by nine pitches, takes 6-4 win over Lufkin https://t.co/V37KLpn9y1"
"752","Inside the White House #Bible Study group
#WhiteHouse #atheism #atheist #Antitheism 
https://t.co/scf3VaDgry https://t.co/f07YyNOzuO"
"753","@realDonaldTrump @WhiteHouse https://t.co/sK4Zb1IQFI"
"754","@gr8tjude @MrEdTrain Is anyone else tired of watching State Officials refuse to obey the law. Why aren’t they being… https://t.co/kHlkESwcRG"
"755","Coward MALEs arrangements are but all hurting you. Men use their penis as a weapon. That is why Coward FEMALEs’ vag… https://t.co/Ub8sw8hRPy"
"756","@chucktodd Happy Birthday Chuck! Keep on keeping on #joedirt"
"757","@WhiteHouse Bullshit https://t.co/HrRpI4f1Wc"
"758","@President1Trump @WhiteHouse @chucktodd @washingtonpost lost its' credibility when it started fighting @JeffBezos p… https://t.co/TeDYwoP1tN"
"759","@derick_aedla420 @realDonaldTrump @WhiteHouse You are such an IGNORANT DS!!  Trump is so outstanding as a POTUS-Tha… https://t.co/5hER4ttV3o"
"760","@realDonaldTrump @VP @WhiteHouse @GOP @HouseGOP @SenateGOP @GOPChairwoman @GOPLeader @SenateMajLdr @SpeakerRyan… https://t.co/F32aU2wFbc"
"761","@WhiteHouse And another thing, Mr. President - @realDonaldTrump  - why do you refuse to acknowledge the death of on… https://t.co/GwhnLx6oIb"
"762","@WhiteHouse  https://t.co/YTYiTNtdUS"
"763","@WhiteHouse Remember the opium war in China.  That is how Britain was able to invade and rule China."
"764","@TrishaDishes @walid970721 Mr President @POTUS @WhiteHouse... We The People and Pentagon CENTCOM SOCOM MOCOM all ag… https://t.co/NTyOTQgwQE"
"765","100 reasons why Donald Trump must END the FED. Call the Whitehouse and demand it! 202-456-1414. https://t.co/sq9WQlBcRX"
"766","@WillBlackWriter #Putin is a #fascist! Haven't people on the so-called 'Left' worked that out yet?! He actively sup… https://t.co/D2b0OwPpfH"
"767","@realDonaldTrump should invite the masters winner to the @WhiteHouse and then golf a round with them!!! 

#TheMasters"
"768","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/pe4hPFdadu"
"769","@Heathy4u @WhiteHouse Wake up!! Do your homework!! Be honest with yourself and those around you!!"
"770","@TomMilner11 @Stop_Trump20 #AMERICAS #1 #CRIMEFAMILY . Get all of these losers out of the Whitehouse America and th… https://t.co/62rVmyfRKn"
"771","@President1Trump @WhiteHouse @chucktodd WaPo is a lobbyist. They don’t have to take queues from Bezos as they already know his mind set."
"772","#Today is the day you #Promise.
#Today is the day you #Promise.
#Today is the day you #Promise.
#Today is the day y… https://t.co/UP1Pz9yTzq"
"773","@HuntsmanAbby @edhenry @EPAScottPruitt @realDonaldTrump @Reince @PeteHegseth @IvankaTrump @EricTrump… https://t.co/EKr5pUGdwj"
"774","@WestWingReport @realDonadTrump Trumps foreign policy is crystal clear:
https://t.co/XvoYWbxnBG"
"775","@WhiteHouse If I had such an addition, it would be impossible for me to get treatment because I can't get YOU, @VP… https://t.co/m31hcRmhyv"
"776","#BibleStudy @WhiteHouse https://t.co/In9SCfEKUS"
"777","@WhiteHouse @EPAScottPruitt @EPA https://t.co/Z3ZpoOPJTd"
